rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,PNPPoints,-,x,y,z,-,x,y,z,-,x,y,z,-,x,y,z,-,x,y,z,t,x,y,z,q
1.61609E+18,,156,,1611648715,4736298,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,157,,1611648715,21676055,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,158,,1611648715,37091311,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,159,,1611648715,53152683,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,160,,1611648715,67555260,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,161,,1611648715,85908521,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,162,,1611648715,102062317,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,163,,1611648715,115608236,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,164,,1611648715,128812910,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,165,,1611648715,146146927,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,166,,1611648715,161575415,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,167,,1611648715,177647266,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,168,,1611648715,192245967,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,169,,1611648715,208050854,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,170,,1611648715,222282620,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,171,,1611648715,238526098,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,346.7702026,-27.90317726,88.58436584,"[0.7164936065673828, -0.04473152384161949, 0.6953383088111877, -0.03377385810017586]",,,,,
1.61609E+18,,172,,1611648715,254348784,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,346.7702026,-27.90317726,88.58436584,"[0.7164936065673828, -0.04473152384161949, 0.6953383088111877, -0.03377385810017586]",,,,,
1.61609E+18,,173,,1611648715,271315264,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.5847778,-26.48878098,85.91101074,"[0.7111005187034607, -0.04757247492671013, 0.7008913159370422, -0.028711289167404175]",,,,,
1.61609E+18,,174,,1611648715,286747555,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.5847778,-26.48878098,85.91101074,"[0.7111005187034607, -0.04757247492671013, 0.7008913159370422, -0.028711289167404175]",,,,,
1.61609E+18,,175,,1611648715,305863827,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,176,,1611648715,318274629,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,177,,1611648715,332664895,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.5847778,-26.48878098,85.91101074,"[0.7111005187034607, -0.04757247492671013, 0.7008913159370422, -0.028711289167404175]",,,,,
1.61609E+18,,178,,1611648715,351019634,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.5847778,-26.48878098,85.91101074,"[0.7111005187034607, -0.04757247492671013, 0.7008913159370422, -0.028711289167404175]",,,,,
1.61609E+18,,179,,1611648715,369864986,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,180,,1611648715,385265990,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,181,,1611648715,401982929,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
