secs,nsecs,x,y,z,q
1615970140,311353308,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970140,322790809,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970140,337627102,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970140,352312604,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970140,369544230,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970140,382790838,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970140,396783376,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970140,408367838,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970140,419467472,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970140,432512212,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970140,446795172,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970140,462339396,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970140,477587404,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,489864668,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,505367835,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,522945801,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,538750011,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,554579347,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,569796721,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,586607880,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,602591561,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,618606091,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,631886051,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,646833372,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,661447572,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,678173118,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,693957492,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,705908541,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,720200955,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,735658462,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,748956363,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,764016239,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,779058549,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,795371559,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,807366451,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,823019550,41.04581833,-532.3693848,194.1295471,"[0.5969675183296204, -0.0572633221745491, 0.800216555595398, -0.0020384204108268023]"
1615970141,839499709,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,855249969,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,870393800,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,886270759,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,899950641,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,913951048,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,929337112,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,944974963,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,957453035,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,979006907,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,995447282,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,9968115,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,23574521,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,39266649,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,55973079,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,71675937,42.51460266,-536.5699463,190.789505,"[0.588817834854126, -0.048097576946020126, 0.8067461252212524, -0.01186795998364687]"
1615970141,87282324,42.51460266,-536.5699463,190.789505,"[0.588817834854126, -0.048097576946020126, 0.8067461252212524, -0.01186795998364687]"
1615970141,102393060,42.51460266,-536.5699463,190.789505,"[0.588817834854126, -0.048097576946020126, 0.8067461252212524, -0.01186795998364687]"
1615970141,119829853,42.51460266,-536.5699463,190.789505,"[0.588817834854126, -0.048097576946020126, 0.8067461252212524, -0.01186795998364687]"
1615970141,133456937,42.51460266,-536.5699463,190.789505,"[0.588817834854126, -0.048097576946020126, 0.8067461252212524, -0.01186795998364687]"
1615970141,148361409,30.10637856,-529.5515747,195.3851929,"[0.5979798436164856, -0.06338124722242355, 0.7989889979362488, 0.0044211517088115215]"
1615970141,162766950,30.10637856,-529.5515747,195.3851929,"[0.5979798436164856, -0.06338124722242355, 0.7989889979362488, 0.0044211517088115215]"
1615970141,178950563,30.10637856,-529.5515747,195.3851929,"[0.5979798436164856, -0.06338124722242355, 0.7989889979362488, 0.0044211517088115215]"
1615970141,195173643,30.10637856,-529.5515747,195.3851929,"[0.5979798436164856, -0.06338124722242355, 0.7989889979362488, 0.0044211517088115215]"
1615970141,206759114,30.10637856,-529.5515747,195.3851929,"[0.5979798436164856, -0.06338124722242355, 0.7989889979362488, 0.0044211517088115215]"
1615970141,221811205,41.78971863,-533.7614136,193.0769348,"[0.5944228768348694, -0.05394729599356651, 0.8023267388343811, -0.004782211966812611]"
1615970141,236096154,41.78971863,-533.7614136,193.0769348,"[0.5944228768348694, -0.05394729599356651, 0.8023267388343811, -0.004782211966812611]"
1615970141,249243550,41.78971863,-533.7614136,193.0769348,"[0.5944228768348694, -0.05394729599356651, 0.8023267388343811, -0.004782211966812611]"
1615970141,265521039,41.78971863,-533.7614136,193.0769348,"[0.5944228768348694, -0.05394729599356651, 0.8023267388343811, -0.004782211966812611]"
1615970141,280200300,41.78971863,-533.7614136,193.0769348,"[0.5944228768348694, -0.05394729599356651, 0.8023267388343811, -0.004782211966812611]"
1615970141,296440547,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,312238183,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,328379750,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,340410424,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,356592921,41.24676132,-533.2279663,195.4140167,"[0.6004375219345093, -0.055043574422597885, 0.7977639436721802, -0.0042044552974402905]"
1615970141,373455307,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,388587967,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,405251171,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,420363291,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
1615970141,436309377,41.87460709,-534.6755981,194.3042755,"[0.5977156162261963, -0.051605235785245895, 0.800014317035675, -0.007077111396938562]"
