stamp,secs,nsecs,x,y,z,q
,1615969940,772250881,-1300.91333,-542.0098877,172.5688477,"[0.7148212194442749, -0.02055114507675171, 0.6959788203239441, -0.06497505307197571]"
,1615969940,787485146,-1300.91333,-542.0098877,172.5688477,"[0.7148212194442749, -0.02055114507675171, 0.6959788203239441, -0.06497505307197571]"
,1615969940,800755121,-1300.91333,-542.0098877,172.5688477,"[0.7148212194442749, -0.02055114507675171, 0.6959788203239441, -0.06497505307197571]"
,1615969940,815910098,-1300.91333,-542.0098877,172.5688477,"[0.7148212194442749, -0.02055114507675171, 0.6959788203239441, -0.06497505307197571]"
,1615969940,830468268,-1300.91333,-542.0098877,172.5688477,"[0.7148212194442749, -0.02055114507675171, 0.6959788203239441, -0.06497505307197571]"
,1615969940,847111192,-1303.24231,-542.4022827,174.6417694,"[0.7190346121788025, -0.019801419228315353, 0.6913950443267822, -0.06760211288928986]"
,1615969940,859250042,-1303.24231,-542.4022827,174.6417694,"[0.7190346121788025, -0.019801419228315353, 0.6913950443267822, -0.06760211288928986]"
,1615969940,874603866,-1303.24231,-542.4022827,174.6417694,"[0.7190346121788025, -0.019801419228315353, 0.6913950443267822, -0.06760211288928986]"
,1615969940,890333731,-1303.24231,-542.4022827,174.6417694,"[0.7190346121788025, -0.019801419228315353, 0.6913950443267822, -0.06760211288928986]"
,1615969940,905805086,-1303.24231,-542.4022827,174.6417694,"[0.7190346121788025, -0.019801419228315353, 0.6913950443267822, -0.06760211288928986]"
,1615969940,922187415,-1300.942383,-541.3604736,173.6931305,"[0.717730700969696, -0.02198963426053524, 0.6930477023124695, -0.06374911218881607]"
,1615969940,938188314,-1300.942383,-541.3604736,173.6931305,"[0.717730700969696, -0.02198963426053524, 0.6930477023124695, -0.06374911218881607]"
,1615969940,953872311,-1300.942383,-541.3604736,173.6931305,"[0.717730700969696, -0.02198963426053524, 0.6930477023124695, -0.06374911218881607]"
,1615969941,970303008,-1300.942383,-541.3604736,173.6931305,"[0.717730700969696, -0.02198963426053524, 0.6930477023124695, -0.06374911218881607]"
,1615969941,984274315,-1300.942383,-541.3604736,173.6931305,"[0.717730700969696, -0.02198963426053524, 0.6930477023124695, -0.06374911218881607]"
,1615969941,999743193,-1298.258789,-528.8892822,116.6422882,"[0.5778685212135315, -0.055787768214941025, 0.8139141798019409, -0.022347083315253258]"
,1615969941,14606760,-1298.258789,-528.8892822,116.6422882,"[0.5778685212135315, -0.055787768214941025, 0.8139141798019409, -0.022347083315253258]"
,1615969941,30086259,-1298.258789,-528.8892822,116.6422882,"[0.5778685212135315, -0.055787768214941025, 0.8139141798019409, -0.022347083315253258]"
,1615969941,42344714,-1298.258789,-528.8892822,116.6422882,"[0.5778685212135315, -0.055787768214941025, 0.8139141798019409, -0.022347083315253258]"
,1615969941,57564426,-1298.258789,-528.8892822,116.6422882,"[0.5778685212135315, -0.055787768214941025, 0.8139141798019409, -0.022347083315253258]"
,1615969941,73685847,-1301.386719,-542.2756958,175.4800262,"[0.7216166853904724, -0.019682329148054123, 0.6887921094894409, -0.06668908149003983]"
,1615969941,88200726,-1301.386719,-542.2756958,175.4800262,"[0.7216166853904724, -0.019682329148054123, 0.6887921094894409, -0.06668908149003983]"
,1615969941,104150461,-1301.386719,-542.2756958,175.4800262,"[0.7216166853904724, -0.019682329148054123, 0.6887921094894409, -0.06668908149003983]"
,1615969941,119961239,-1301.386719,-542.2756958,175.4800262,"[0.7216166853904724, -0.019682329148054123, 0.6887921094894409, -0.06668908149003983]"
,1615969941,133315368,-1301.386719,-542.2756958,175.4800262,"[0.7216166853904724, -0.019682329148054123, 0.6887921094894409, -0.06668908149003983]"
,1615969941,149914341,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,164554276,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,180606550,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,192738173,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,207132144,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,223552243,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,237226897,-1303.727295,-541.654541,175.5966949,"[0.7212296724319458, -0.02122773788869381, 0.6892690062522888, -0.06546279788017273]"
,1615969941,251095054,-1303.727295,-541.654541,175.5966949,"[0.7212296724319458, -0.02122773788869381, 0.6892690062522888, -0.06546279788017273]"
,1615969941,265795866,-1303.727295,-541.654541,175.5966949,"[0.7212296724319458, -0.02122773788869381, 0.6892690062522888, -0.06546279788017273]"
,1615969941,281082872,-1303.727295,-541.654541,175.5966949,"[0.7212296724319458, -0.02122773788869381, 0.6892690062522888, -0.06546279788017273]"
,1615969941,292775199,-1303.727295,-541.654541,175.5966949,"[0.7212296724319458, -0.02122773788869381, 0.6892690062522888, -0.06546279788017273]"
,1615969941,308226095,-1302.031738,-542.9561768,171.9499359,"[0.7126226425170898, -0.018404537811875343, 0.6980770826339722, -0.06722065061330795]"
,1615969941,324134918,-1302.031738,-542.9561768,171.9499359,"[0.7126226425170898, -0.018404537811875343, 0.6980770826339722, -0.06722065061330795]"
,1615969941,339568679,-1302.031738,-542.9561768,171.9499359,"[0.7126226425170898, -0.018404537811875343, 0.6980770826339722, -0.06722065061330795]"
,1615969941,355395450,-1302.031738,-542.9561768,171.9499359,"[0.7126226425170898, -0.018404537811875343, 0.6980770826339722, -0.06722065061330795]"
,1615969941,371026499,-1302.031738,-542.9561768,171.9499359,"[0.7126226425170898, -0.018404537811875343, 0.6980770826339722, -0.06722065061330795]"
,1615969941,384868323,-1304.938232,-544.1331177,174.4853668,"[0.7174095511436462, -0.015675555914640427, 0.6927765607833862, -0.07168285548686981]"
,1615969941,400458566,-1304.938232,-544.1331177,174.4853668,"[0.7174095511436462, -0.015675555914640427, 0.6927765607833862, -0.07168285548686981]"
,1615969941,415771610,-1304.938232,-544.1331177,174.4853668,"[0.7174095511436462, -0.015675555914640427, 0.6927765607833862, -0.07168285548686981]"
,1615969941,431817072,-1304.938232,-544.1331177,174.4853668,"[0.7174095511436462, -0.015675555914640427, 0.6927765607833862, -0.07168285548686981]"
,1615969941,447758723,-1304.938232,-544.1331177,174.4853668,"[0.7174095511436462, -0.015675555914640427, 0.6927765607833862, -0.07168285548686981]"
,1615969941,463784550,-1304.938232,-544.1331177,174.4853668,"[0.7174095511436462, -0.015675555914640427, 0.6927765607833862, -0.07168285548686981]"
,1615969941,480952667,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,493250177,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,507554836,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,522773280,-1301.4375,-542.9134521,174.4568634,"[0.7189238667488098, -0.018257986754179, 0.691523015499115, -0.06790418177843094]"
,1615969941,540211834,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,555135677,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,568114050,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,582295546,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,597906004,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,614560149,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,631240720,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,643117399,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,658801712,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,674476224,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,691132847,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,707399731,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,722434001,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,736122041,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,750380126,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,765001017,-1298.855469,-527.9599609,116.5447235,"[0.5772840976715088, -0.05759837478399277, 0.8142696619033813, -0.01975821703672409]"
,1615969941,782206844,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,798089933,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,813846263,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,826410396,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,841328948,-1301.393921,-541.9016724,173.9894409,"[0.7180224657058716, -0.020490091294050217, 0.6926899552345276, -0.0648423433303833]"
,1615969941,858011850,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969941,873235568,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969941,888690743,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969941,904466497,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969941,917898519,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969941,933644502,-1305.086914,-542.3685303,176.287262,"[0.7220826148986816, -0.019309725612401962, 0.6882619857788086, -0.06722559779882431]"
,1615969941,948878311,-1305.086914,-542.3685303,176.287262,"[0.7220826148986816, -0.019309725612401962, 0.6882619857788086, -0.06722559779882431]"
,1615969942,964300462,-1305.086914,-542.3685303,176.287262,"[0.7220826148986816, -0.019309725612401962, 0.6882619857788086, -0.06722559779882431]"
,1615969942,976132166,-1305.086914,-542.3685303,176.287262,"[0.7220826148986816, -0.019309725612401962, 0.6882619857788086, -0.06722559779882431]"
,1615969942,991856695,-1305.086914,-542.3685303,176.287262,"[0.7220826148986816, -0.019309725612401962, 0.6882619857788086, -0.06722559779882431]"
,1615969942,6914228,-1305.086914,-542.3685303,176.287262,"[0.7220826148986816, -0.019309725612401962, 0.6882619857788086, -0.06722559779882431]"
,1615969942,23319702,-1299.197388,-541.3897095,171.8258667,"[0.7136681079864502, -0.021849587559700012, 0.6973020434379578, -0.06301024556159973]"
,1615969942,40066355,-1299.197388,-541.3897095,171.8258667,"[0.7136681079864502, -0.021849587559700012, 0.6973020434379578, -0.06301024556159973]"
,1615969942,54615052,-1299.197388,-541.3897095,171.8258667,"[0.7136681079864502, -0.021849587559700012, 0.6973020434379578, -0.06301024556159973]"
,1615969942,67759500,-1299.197388,-541.3897095,171.8258667,"[0.7136681079864502, -0.021849587559700012, 0.6973020434379578, -0.06301024556159973]"
,1615969942,81700941,-1299.197388,-541.3897095,171.8258667,"[0.7136681079864502, -0.021849587559700012, 0.6973020434379578, -0.06301024556159973]"
,1615969942,97730610,-1299.529785,-528.4268188,114.5778351,"[0.5716366767883301, -0.056764278560876846, 0.8182820677757263, -0.02058647759258747]"
,1615969942,109149915,-1299.529785,-528.4268188,114.5778351,"[0.5716366767883301, -0.056764278560876846, 0.8182820677757263, -0.02058647759258747]"
,1615969942,123337465,-1299.529785,-528.4268188,114.5778351,"[0.5716366767883301, -0.056764278560876846, 0.8182820677757263, -0.02058647759258747]"
,1615969942,139105856,-1299.529785,-528.4268188,114.5778351,"[0.5716366767883301, -0.056764278560876846, 0.8182820677757263, -0.02058647759258747]"
,1615969942,154853632,-1299.529785,-528.4268188,114.5778351,"[0.5716366767883301, -0.056764278560876846, 0.8182820677757263, -0.02058647759258747]"
,1615969942,170044942,-1299.711548,-542.3756714,173.7414398,"[0.7178304195404053, -0.019378051161766052, 0.6927966475486755, -0.06615718454122543]"
,1615969942,185515143,-1299.711548,-542.3756714,173.7414398,"[0.7178304195404053, -0.019378051161766052, 0.6927966475486755, -0.06615718454122543]"
,1615969942,200594633,-1299.711548,-542.3756714,173.7414398,"[0.7178304195404053, -0.019378051161766052, 0.6927966475486755, -0.06615718454122543]"
,1615969942,216381520,-1299.711548,-542.3756714,173.7414398,"[0.7178304195404053, -0.019378051161766052, 0.6927966475486755, -0.06615718454122543]"
,1615969942,231736833,-1299.711548,-542.3756714,173.7414398,"[0.7178304195404053, -0.019378051161766052, 0.6927966475486755, -0.06615718454122543]"
,1615969942,249000055,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,265205785,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,277678335,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,292570834,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,308198279,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,325123772,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,340282285,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,355469082,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,371506603,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,384899699,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,400750376,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,415675842,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,432455160,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,444436199,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,459486797,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,475023384,-1302.499878,-542.0700073,175.9936676,"[0.7222836017608643, -0.01974436827003956, 0.6881382465362549, -0.06619933992624283]"
,1615969942,489239555,-1302.499878,-542.0700073,175.9936676,"[0.7222836017608643, -0.01974436827003956, 0.6881382465362549, -0.06619933992624283]"
,1615969942,502240473,-1302.499878,-542.0700073,175.9936676,"[0.7222836017608643, -0.01974436827003956, 0.6881382465362549, -0.06619933992624283]"
,1615969942,516995648,-1302.499878,-542.0700073,175.9936676,"[0.7222836017608643, -0.01974436827003956, 0.6881382465362549, -0.06619933992624283]"
,1615969942,532254795,-1302.499878,-542.0700073,175.9936676,"[0.7222836017608643, -0.01974436827003956, 0.6881382465362549, -0.06619933992624283]"
,1615969942,544943233,-1302.499878,-542.0700073,175.9936676,"[0.7222836017608643, -0.01974436827003956, 0.6881382465362549, -0.06619933992624283]"
,1615969942,559782186,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969942,575305632,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969942,590954738,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969942,606237098,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969942,622596732,-1302.451172,-542.8046265,173.3760376,"[0.7158724665641785, -0.018440086394548416, 0.6947663426399231, -0.06697962433099747]"
,1615969942,639090543,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969942,652686661,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969942,668097991,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969942,682575517,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969942,694475817,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969942,709931116,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969942,725542580,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969942,741056232,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969942,756538970,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969942,772194978,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969942,786002683,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969942,801504716,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,815787881,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,827662646,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,842409194,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,857854709,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969942,873962778,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,889779321,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,902798598,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,918391537,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,933908936,-1303.021362,-542.6288452,174.1035767,"[0.7174079418182373, -0.018845200538635254, 0.6931869387626648, -0.0668022483587265]"
,1615969942,949549750,-1303.552979,-543.194458,175.5220947,"[0.7204217314720154, -0.017455056309700012, 0.6899144649505615, -0.06859996169805527]"
,1615969943,966286248,-1303.552979,-543.194458,175.5220947,"[0.7204217314720154, -0.017455056309700012, 0.6899144649505615, -0.06859996169805527]"
,1615969943,982645736,-1303.552979,-543.194458,175.5220947,"[0.7204217314720154, -0.017455056309700012, 0.6899144649505615, -0.06859996169805527]"
,1615969943,999660954,-1303.552979,-543.194458,175.5220947,"[0.7204217314720154, -0.017455056309700012, 0.6899144649505615, -0.06859996169805527]"
,1615969943,11565188,-1303.552979,-543.194458,175.5220947,"[0.7204217314720154, -0.017455056309700012, 0.6899144649505615, -0.06859996169805527]"
,1615969943,27030043,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969943,42435248,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969943,57995859,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969943,74742622,-1300.338867,-541.1640625,174.041275,"[0.7185186743736267, -0.022061113268136978, 0.6923092603683472, -0.06286561489105225]"
,1615969943,114965614,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,131309602,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,148688154,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,164611006,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,178592982,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,193761566,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,209495822,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,226325921,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,241521965,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,257944878,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969943,274685045,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969943,290137027,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969943,303448102,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969943,318751779,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969943,333536206,-1299.838867,-542.1600952,174.0006866,"[0.7182597517967224, -0.019756803289055824, 0.6924393773078918, -0.06511756777763367]"
,1615969943,349964049,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,366815912,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
,1615969943,383097408,-1300.807495,-541.8016968,175.4257202,"[0.7214646339416504, -0.020520757883787155, 0.6891034841537476, -0.06483913213014603]"
